Coefficient;OTU;Phylum;Class;Order;Family;Genus;Value;Std.Error;DF;t-value;p-value;p.adjust;log10p;Change
M3;Otu000117;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Roseburia;1.793472436;0.502977594;125;3.565710399;0.000515019;0.006588407;2.18121958;Increased
Non Colonized;Otu000128;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Faecalibacterium;0.97961422;0.310720812;125;3.152715178;0.002025516;0.018593003;1.730650467;Increased
Before;Otu000130;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;unclassified;1.353205785;0.432486548;125;3.128896818;0.002183936;0.019525526;1.709397253;Increased
M6;Otu000130;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;unclassified;1.357847723;0.429623545;125;3.16055239;0.001975768;0.018417532;1.734768571;Increased
M12;Otu000132;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;unclassified;1.611975973;0.475131871;125;3.392691736;0.000927382;0.010373735;1.984064871;Increased
Non Colonized;Otu000132;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;unclassified;1.884813964;0.42250242;125;4.461072586;1.80E-05;0.000514153;3.28890796;Increased
M12;Otu000133;unclassified;unclassified;unclassified;unclassified;unclassified;1.792429999;0.525284208;125;3.412305134;0.000868466;0.009946001;2.002351502;Increased
M3;Otu000133;unclassified;unclassified;unclassified;unclassified;unclassified;1.502097404;0.487939387;125;3.078450818;0.002558113;0.021511406;1.667331206;Increased
M6;Otu000133;unclassified;unclassified;unclassified;unclassified;unclassified;1.683714905;0.499354786;125;3.371780852;0.000994311;0.010869623;1.963785533;Increased
Non Colonized;Otu000133;unclassified;unclassified;unclassified;unclassified;unclassified;3.076131511;0.444318164;125;6.923263012;2.05E-10;2.48E-08;7.605411086;Increased
Non Colonized;Otu000140;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Coprococcus;1.678198902;0.443294622;125;3.785741624;0.000236738;0.003795702;2.420707946;Increased
M6;Otu000146;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Incertae_Sedis;2.203497524;0.609562097;125;3.614886058;0.000434113;0.00599232;2.222405026;Increased
Non Colonized;Otu000150;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Oscillibacter;1.258155778;0.375161206;125;3.353640401;0.001056012;0.011237648;1.94932456;Increased
Non Colonized;Otu000154;Firmicutes;Clostridia;Clostridiales;unclassified;unclassified;1.364032524;0.310708049;125;4.390077854;2.39E-05;0.000644764;3.190599027;Increased
Non Colonized;Otu000155;Tenericutes;Mollicutes;RF9;unclassified;unclassified;1.032122853;0.37652346;125;2.741191354;0.007019565;0.044899078;1.347762573;Increased
M3;Otu000157;Cyanobacteria;Melainabacteria;Gastranaerophilales;unclassified;unclassified;1.118126555;0.415240114;125;2.692722876;0.008059285;0.049445361;1.30587445;Increased
M6;Otu000157;Cyanobacteria;Melainabacteria;Gastranaerophilales;unclassified;unclassified;1.585708779;0.434321396;125;3.651003136;0.000382509;0.005443393;2.264130297;Increased
Non Colonized;Otu000158;Tenericutes;Mollicutes;Anaeroplasmatales;Anaeroplasmataceae;Anaeroplasma;1.11121696;0.391598071;125;2.837646662;0.005304695;0.036141049;1.441999243;Increased
M12;Otu000170;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Coprococcus;1.468422021;0.521379913;125;2.816414639;0.00564543;0.037610133;1.424695129;Increased
M3;Otu000170;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Coprococcus;1.497707468;0.473250016;125;3.16472777;0.00194973;0.018301623;1.737510399;Increased
M6;Otu000170;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Coprococcus;2.241731473;0.460632024;125;4.866642694;3.35E-06;0.000131774;3.880169464;Increased
Non Colonized;Otu000174;Bacteroidetes;unclassified;unclassified;unclassified;unclassified;1.257793178;0.391742771;125;3.21076296;0.001683034;0.016321361;1.787243624;Increased
M6;Otu000175;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Incertae_Sedis;1.596409136;0.404403453;125;3.947565544;0.000130973;0.00235067;2.628808419;Increased
M12;Otu000178;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Incertae_Sedis;1.231127122;0.423852124;125;2.904614727;0.004349431;0.032148166;1.492843795;Increased
M6;Otu000178;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Incertae_Sedis;1.139743239;0.362387155;125;3.14509834;0.002074978;0.018902732;1.723475425;Increased
Non Colonized;Otu000182;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Rhodospirillaceae;Thalassospira;1.307980179;0.444757453;125;2.940884229;0.003900599;0.029499815;1.530180712;Increased
Non Colonized;Otu000188;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;unclassified;1.80446325;0.468440429;125;3.852065578;0.000186119;0.003055235;2.514955324;Increased
Non Colonized;Otu000203;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Rhodospirillaceae;Thalassospira;2.092466051;0.452055729;125;4.62877897;9.07E-06;0.000294831;3.530427169;Increased
Non Colonized;Otu000204;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Subdoligranulum;2.463071476;0.388737443;125;6.336079846;3.89E-09;3.34E-07;6.476247494;Increased
M6;Otu000208;Firmicutes;Clostridia;Clostridiales;unclassified;unclassified;1.413941738;0.367148198;125;3.851147157;0.000186744;0.003055235;2.514955324;Increased
M12;Otu000211;Firmicutes;Clostridia;Clostridiales;Clostridiaceae_1;Clostridium_sensu_stricto_1;1.325611422;0.487169322;125;2.721048642;0.007435885;0.046814931;1.329615615;Increased
M3;Otu000211;Firmicutes;Clostridia;Clostridiales;Clostridiaceae_1;Clostridium_sensu_stricto_1;1.390637021;0.424781736;125;3.273768393;0.001372778;0.013871984;1.857861416;Increased
M3;Otu000221;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Roseburia;1.511113697;0.368238996;125;4.103622135;7.28E-05;0.001523321;2.817208567;Increased
M6;Otu000221;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Roseburia;1.050503701;0.387892435;125;2.708234564;0.007712269;0.048176643;1.317163466;Increased
Non Colonized;Otu000224;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;unclassified;1.473479806;0.381089334;125;3.866494484;0.000176562;0.003011577;2.521206087;Increased
M3;Otu000228;Proteobacteria;Alphaproteobacteria;unclassified;unclassified;unclassified;1.156335441;0.402919787;125;2.869889935;0.004823076;0.033916658;1.469586951;Increased
Non Colonized;Otu000231;Firmicutes;unclassified;unclassified;unclassified;unclassified;3.309806073;0.584030994;125;5.667175381;9.50E-08;5.86E-06;5.232070337;Increased
Before;Otu000236;unclassified;unclassified;unclassified;unclassified;unclassified;1.923589881;0.385187389;125;4.993906698;1.94E-06;7.92E-05;4.101138806;Increased
M12;Otu000236;unclassified;unclassified;unclassified;unclassified;unclassified;3.363075858;0.43143032;125;7.795177342;2.16E-12;3.25E-10;9.48784396;Increased
M3;Otu000236;unclassified;unclassified;unclassified;unclassified;unclassified;2.419530702;0.36605989;125;6.609658058;1.00E-09;1.05E-07;6.979746209;Increased
M6;Otu000236;unclassified;unclassified;unclassified;unclassified;unclassified;2.285229265;0.366584157;125;6.233846236;6.41E-09;5.14E-07;6.289117645;Increased
Non Colonized;Otu000244;Proteobacteria;Gammaproteobacteria;Enterobacteriales;Enterobacteriaceae;Hafnia;37.82463898;0.587593529;125;64.37211627;1.05E-97;5.06E-95;94.2959303;Increased
Before;Otu000245;Cyanobacteria;Melainabacteria;Gastranaerophilales;unclassified;unclassified;2.558860175;0.584779345;125;4.375770443;2.53E-05;0.00067494;3.170734668;Increased
M3;Otu000245;Cyanobacteria;Melainabacteria;Gastranaerophilales;unclassified;unclassified;2.331078575;0.563954435;125;4.13345198;6.50E-05;0.001371275;2.862875461;Increased
M6;Otu000245;Cyanobacteria;Melainabacteria;Gastranaerophilales;unclassified;unclassified;1.824708196;0.588943916;125;3.09827158;0.002404528;0.020829121;1.681329058;Increased
Before;Otu000258;Actinobacteria;Coriobacteriia;Coriobacteriales;Coriobacteriaceae;Olsenella;0.945736097;0.305400801;125;3.096704708;0.002416351;0.020829121;1.681329058;Increased
Non Colonized;Otu000264;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;unclassified;1.220981948;0.409720784;125;2.9800342;0.003464195;0.026757872;1.572548434;Increased
Before;Otu000269;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Ruminococcus;3.75612142;0.724234607;125;5.186332414;8.39E-07;4.08E-05;4.388950548;Increased
M12;Otu000269;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Ruminococcus;4.241574815;0.718763351;125;5.901211863;3.17E-08;2.31E-06;5.636222571;Increased
M3;Otu000269;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Ruminococcus;3.452256436;0.676734966;125;5.1013419;1.22E-06;5.53E-05;4.25726986;Increased
M6;Otu000269;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Ruminococcus;4.650004539;0.710946753;125;6.540580601;1.41E-09;1.42E-07;6.848464522;Increased
Non Colonized;Otu000276;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Rhodospirillaceae;unclassified;2.8670545;0.554483376;125;5.170677111;8.99E-07;4.16E-05;4.381169788;Increased
Non Colonized;Otu000279;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Ruminococcus;2.164662067;0.447642543;125;4.83569335;3.82E-06;0.000145926;3.8358681;Increased
Non Colonized;Otu000283;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;unclassified;1.177437962;0.326259673;125;3.608898251;0.00044328;0.00599232;2.222405026;Increased
Non Colonized;Otu000284;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Incertae_Sedis;0.856117635;0.311434695;125;2.748947527;0.006864988;0.044027454;1.356276432;Increased
Before;Otu000289;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;unclassified;2.582697025;0.469738692;125;5.498156891;2.07E-07;1.18E-05;4.926458213;Increased
M12;Otu000289;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;unclassified;3.732407659;0.470907446;125;7.925989891;1.08E-12;1.72E-10;9.763280316;Increased
M3;Otu000289;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;unclassified;3.282675866;0.410311245;125;8.000453087;7.22E-13;1.24E-10;9.906742952;Increased
M6;Otu000289;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;unclassified;2.429591262;0.442992532;125;5.484497116;2.20E-07;1.23E-05;4.909623084;Increased
Non Colonized;Otu000291;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;unclassified;1.451585529;0.307777334;125;4.716349679;6.31E-06;0.000226532;3.644869965;Increased
Non Colonized;Otu000292;Firmicutes;Clostridia;Clostridiales;Christensenellaceae;unclassified;1.681000794;0.452300803;125;3.716554958;0.000303332;0.004503172;2.346481459;Increased
Before;Otu000294;unclassified;unclassified;unclassified;unclassified;unclassified;1.712090749;0.486733056;125;3.517514842;0.000607956;0.00757583;2.120569752;Increased
M6;Otu000298;Firmicutes;Clostridia;Clostridiales;unclassified;unclassified;1.409656785;0.371947425;125;3.789935599;0.000233184;0.003763808;2.424372518;Increased
Non Colonized;Otu000298;Firmicutes;Clostridia;Clostridiales;unclassified;unclassified;1.583664172;0.396314702;125;3.995976337;0.000109358;0.002104051;2.676943706;Increased
Non Colonized;Otu000300;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;unclassified;1.509125986;0.391329709;125;3.856405353;0.000183194;0.003055235;2.514955324;Increased
M6;Otu000301;Bacteroidetes;Bacteroidia;Bacteroidales;Porphyromonadaceae;unclassified;1.00953478;0.347026695;125;2.909098332;0.004291489;0.03185503;1.496821975;Increased
M12;Otu000302;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;unclassified;1.67388636;0.577818284;125;2.896907915;0.004450708;0.032148166;1.492843795;Increased
M6;Otu000302;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;unclassified;2.22128391;0.471543466;125;4.710666294;6.46E-06;0.00022855;3.641019655;Increased
Non Colonized;Otu000312;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Faecalibacterium;2.075416083;0.481222344;125;4.312800744;3.24E-05;0.00083263;3.079547823;Increased
M3;Otu000314;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Incertae_Sedis;1.334357138;0.464417855;125;2.873182251;0.004776221;0.033884402;1.470000171;Increased
Non Colonized;Otu000316;Firmicutes;Clostridia;Clostridiales;unclassified;unclassified;1.292196261;0.377942631;125;3.419027532;0.000849094;0.009822598;2.007773625;Increased
M12;Otu000317;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;1.649293827;0.457042325;125;3.608623834;0.000443705;0.00599232;2.222405026;Increased
M3;Otu000320;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Anaerofilum;1.102114601;0.390981907;125;2.818837858;0.005605556;0.037448225;1.426568763;Increased
Before;Otu000321;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;unclassified;1.20843971;0.397113595;125;3.043058019;0.002855145;0.02319805;1.634548511;Increased
M3;Otu000321;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;unclassified;1.522228443;0.385224464;125;3.951536273;0.000129057;0.00235067;2.628808419;Increased
Non Colonized;Otu000340;Tenericutes;Mollicutes;RF9;unclassified;unclassified;2.429583281;0.568914721;125;4.270557943;3.82E-05;0.000901664;3.044955066;Increased
Non Colonized;Otu000349;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;unclassified;0.810124928;0.287985157;125;2.813078762;0.005700745;0.037769399;1.422859928;Increased
Before;Otu000357;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;unclassified;1.880693355;0.35093211;125;5.35913729;3.88E-07;2.11E-05;4.675196706;Increased
M3;Otu000357;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;unclassified;1.511027545;0.354453586;125;4.262977165;3.94E-05;0.000912832;3.039609199;Increased
M6;Otu000357;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;unclassified;0.985954734;0.347686902;125;2.835754603;0.005334278;0.036239937;1.440812565;Increased
M6;Otu000361;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Rhodospirillaceae;Thalassospira;1.294296792;0.4699668;125;2.754017502;0.006765625;0.043506223;1.361448622;Increased
Non Colonized;Otu000368;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;unclassified;2.797328771;0.450547186;125;6.208736534;7.24E-09;5.62E-07;6.250296251;Increased
